NU_ANO_CENSO;CODE;NAME;CO_ORGAO_REGIONAL;TP_SITUACAO_FUNCIONAMENTO;DT_ANO_LETIVO_INICIO;DT_ANO_LETIVO_TERMINO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_UF;CO_MUNICIPIO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO;QT_SALAS_EXISTENTES;QT_SALAS_UTILIZADAS;QT_FUNCIONARIOS
2018;53010736;ASSOC DOS AMIGOS DOS AUTISTAS DO DISTRITO FEDERAL - AMADF;99;2;;;5;5301;53001;53;5300108;530010805;4;2;;;
2018;53011856;ESC DE EDUC INF PIU PIU;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53007417;CEF 20 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;18;92
2018;53007425;CEM 12 DE CEILANDIA;8;1;30/05/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;19;19;114
2018;53007450;CEF PROF MARIA DO ROSARIO GONDIM DA SILVA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;25;21;86
2018;53007468;REDE DE ENSINO CERTO;99;1;01/02/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;21;21;69
2018;53007492;CEM 02 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;30;28;120
2018;53007506;CEM 03 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;30;28;168
2018;53007514;CEM 04 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;15;119
2018;53007522;CEF 25 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;23;23;134
2018;53007530;CED 06 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;16;16;115
2018;53007549;CED 07 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;33;33;132
2018;53007557;CEM 09 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;15;84
2018;53007565;CEM 10 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;14;68
2018;53005015;CEM 01 DE BRAZLANDIA;4;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;112
2018;53005023;CED 02 DE BRAZLANDIA;4;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;21;20;107
2018;53005031;CED DE INTELIGENCIA;99;1;30/01/2018;19/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;14;14;24
2018;53005040;CEE 01 DE BRAZLANDIA;4;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;23;23;163
2018;53013123;ESPRECE - ESC PRESBITERIANA DO CENTENARIO;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53008103;EC 62 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;15;73
2018;53008111;CEF BOA ESPERANCA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;6;6;51
2018;53008120;EC CORREGO DAS CORUJAS;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;3;3;20
2018;53008138;EC DO SETOR P NORTE;8;1;05/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;15;61
2018;53008146;CED INCRA 09;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;13;13;85
2018;53008154;EC JIBOIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;2;2;18
2018;53008162;EC LAJES DA JIBOIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;7;7;30
2018;53008170;EC 64 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;28;23;102
2018;53008189;ESC DE EDUC BASICA E PROF FUNDACAO BRADESCO;99;1;29/01/2018;19/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;27;27;108
2018;53008308;ESCOLINHA DO LELEU;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;4;8
2018;53005775;EC RUA DO MATO;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;5;5;27
2018;53005783;EC SANTA HELENA;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;5;5;42
2018;53005791;EC SITIO DAS ARAUCARIAS;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;5;5;25
2018;53005805;EC SONHEM DE CIMA;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;4;4;30
2018;53005813;EDUCANDARIO EURIPEDES BARSANULFO;5;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;28;28;93
2018;53005848;CEE 01 DE SOBRADINHO;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;14;14;117
2018;53005899;INST EDUCACIONAL STO ELIAS;99;1;29/01/2018;05/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;39;39;127
2018;53005910;INST SAO JOSE;99;1;24/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;47;47;94
2018;53005929;CEI 01 DE SOBRADINHO;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;33
2018;53005937;CEI 02 DE SOBRADINHO;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;11;11;54
2018;53005945;COL APROVACAO GENIO;99;1;24/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;13;13;36
2018;53008995;CEF 312 DE SAMAMBAIA;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;17;17;114
2018;53009002;CEF 411 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;18;93
2018;53009010;CEF 507 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;18;80
2018;53009029;CEM 304 DE SAMAMBAIA;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;135
2018;53006526;EC PEDRA FUNDAMENTAL;6;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;6;6;26
2018;53006534;EC RAJADINHA;6;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;4;4;28
2018;53006550;EC SANTOS DUMONT;6;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;4;4;29
2018;53006585;ESC ADVENTISTA DE PLANALTINA;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;33;22;45
2018;53006682;JI CASA DE VIVENCIA;6;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;7;7;42
2018;53006712;CAIC SANTA PAULINA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;26;26;124
2018;53006720;CED DO PAD-DF;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;17;17;94
2018;53006739;CEM 01 DO PARANOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;19;19;150
2018;53006747;EC 01 DO PARANOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;19;19;105
2018;53006755;EC 02 DO PARANOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;27;27;121
2018;53006763;EC 03 DO PARANOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;15;62
2018;53006771;EC 04 DO PARANOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;18;96
2018;53006780;EC 05 DO PARANOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;12;12;56
2018;53006798;EC ALTO INTERLAGOS;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;4;4;32
2018;53006801;EC BOQUEIRAO;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;3;3;20
2018;53014987;CE E VIVENCIA INF VOVO ANA-CEVIVA;99;1;22/01/2018;06/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;8;24
2018;53014995;MAT CONSTRUCAO DO SABER;99;1;22/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;5;17
2018;53015002;ESC ANJO GABRIEL;99;1;05/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;7;11
2018;53015010;ESC CANADENSE DE BRASILIA;99;1;31/01/2018;15/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;25;25;350
2018;53015045;CE TIO PATINHAS;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;12
2018;53015088;COL OBJETIVO GAMA;99;1;30/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;15;15;40
2018;53015096;CED GENESIS;99;1;01/01/2018;31/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;50;16
2018;53015118;ESC CRIANCA ESPERANCA;99;1;05/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;12;6;16
2018;53015134;CED VICENTE PIRES;99;1;22/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;16;16;32
2018;53015142;ESC INTERNACIONAL BRASIL-SUICA;99;1;29/01/2018;19/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;28;10;37
2018;53015150;RECANTO INF CALAZANS;99;1;29/01/2018;13/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;13;8;15
2018;53015169;CEAV JUNIOR - CED ALMEIDA VIEIRA JUNIOR;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;11;11;49
2018;53015177;ESCOLINHA CASA DA ALEGRIA;99;1;29/01/2018;15/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;10;15
2018;53015193;ESC PONTA DE LAPIS;99;1;05/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;7;7;18
2018;53017064;EC 502 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;11;11;52
2018;53017072;JI 02 DO CRUZEIRO;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;4;4;27
2018;53017080;CEF 03 DA ESTRUTURAL;9;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;13;57
2018;53017099;CEPI CUTIA;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;36
2018;53017102;COL VISAO;99;1;29/01/2018;15/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;42;26;62
2018;53017110;CEPI MANGABEIRA;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;40
2018;53017129;CEPI SAGUI;4;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;33
2018;53017137;CEPI PERDIZ;1;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;37
2018;53017145;PRO-VIDA CEI;19;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Rural;8;8;42
2018;53017153;CEI TIA NAIR;4;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;29;19;108
2018;53011635;ESC NOVO HORIZONTE;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53014081;ESC TECNICA CENACAP;99;4;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53017161;C DE EDUC SAO FILIPPO SMALDONE;99;1;01/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;6;6;8
2018;53017170;CEI TIA NAIR - UNIDADE I;17;1;15/02/2018;21/11/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;44
2018;53017188;COL ALUB SEDE XI;99;1;31/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;22;18;72
2018;53017196;COL ALUB SEDE XIII;99;1;31/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;22;15;41
2018;53007603;CEP - ESC TECNICA DE CEILANDIA;8;1;15/02/2018;09/07/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;40;38;170
2018;53007611;COL TIRADENTES;99;1;25/01/2018;13/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;21;20;58
2018;53013255;CED ECILDA RAMOS;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53010531;ESC CANGURU EDUC INF;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53011767;ESC MEU PRIMEIRO MUNDO;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53007590;C COMUNITARIO SAO LUCAS;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53011112;ESC BATISTA PEDRAS VIVAS;99;1;25/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;12;8;11
2018;53011120;ESC FUNDAMENTAL PARAISO;99;1;30/01/2018;12/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;23;23;77
2018;53011171;EIN - ESC ISAAC NEWTON;99;1;29/01/2018;04/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;16;15;34
2018;53011236;MAJEST CED;99;1;01/02/2018;11/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;9
2018;53011252;COL GALILEU;99;1;29/01/2018;13/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;7;7;24
2018;53011279;ESC PICA-PAU;99;1;29/01/2018;10/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;5;15
2018;53011295;ESC MUNDO MAGICO DO SABER;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;15;15;33
2018;53011309;ESC CANTINHO CRISTAO;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;38
2018;53011350;CIL DO GAMA;2;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;18;97
2018;53011368;CED CERTO;99;1;01/02/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;26;15;49
2018;53011449;COL EDUCRIARTE;99;1;30/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;18
2018;53008316;INSTEI - CE;99;1;25/01/2018;13/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;30;22;57
2018;53008332;EC 31 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;19;82
2018;53008340;EC 35 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;23;23;81
2018;53008359;INST SOUSA ARANTES;99;1;29/01/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;12;8;15
2018;53015592;LAR DA CRIANCA DE BRASILIA;99;3;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53005422;CE EDUCAR;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53014731;CED ISAAC NEWTON;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53012275;CR NOSSA SENHORA DA DIVINA PROVIDENCIA;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;42
2018;53012283;ESC ISAAC NEWTON META;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;7;7;26
2018;53012305;COL CRESCER;99;1;31/01/2018;10/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;16;9;22
2018;53012330;COL WGS;99;1;29/01/2018;11/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;21;21;78
2018;53012356;CED DO LAGO NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;14;14;101
2018;53012380;COL REACAO;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;30;30;48
2018;53012399;CR IRMA ELVIRA;7;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;6;6;35
2018;53012429;CEF 01 DO PARANOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;137
2018;53012437;CR COMUNITARIA DA QE 38;9;1;15/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;23
2018;53009053;EC 108 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;19;18;93
2018;53009061;EC 111 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;10;10;46
2018;53009070;CEF 120 DE SAMAMBAIA;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;15;81
2018;53009088;EC 121 DE SAMAMBAIA;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;19;16;62
2018;53009096;EC 303 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;14;10;62
2018;53009118;EC 317 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;17;12;51
2018;53009126;EC 318 DE SAMAMBAIA;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;16;15;78
2018;53009134;EC 325 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;17;17;64
2018;53009142;EC 403 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;17;17;66
2018;53009150;CEF 407 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;16;15;61
2018;53009169;EC 410 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;14;14;84
2018;53013115;TINDOLELE ESC DE EDUC;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;6
2018;53013140;INST DE EDUC MONTESQUIEU;99;1;05/02/2018;12/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;13;13;26
2018;53013158;CEI - ASSEFE - CEI DA ASSOC DOS SERVIDORES DO SENADO FEDERAL;99;1;05/02/2018;18/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;12;12;85
2018;53009738;CEF CERAMICA SAO PAULO;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;13;80
2018;53009746;CEF NOVA BETANIA;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;15;15;70
2018;53009754;EC AGROVILA SAO SEBASTIAO;18;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;13;13;55
2018;53009762;EC CACHOEIRINHA;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;7;6;24
2018;53009770;EC CERAMICA DA BENCAO;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;13;13;73
2018;53009797;CEF JATAI;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;10;10;41
2018;53009819;CEP - ESC TECNICA DE BRASILIA;3;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;44;44;150
2018;53009827;ESC MAE DA DIVINA PROVIDENCIA;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;14;14;43
2018;53009851;CEF 213 DE SANTA MARIA;15;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;19;19;115
2018;53009860;CEF 306 DO RECANTO DAS EMAS;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;24;24;90
2018;53009878;CEF 403 DE SANTA MARIA;15;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;17;17;84
2018;53009916;CEAC - CED ANGELA CLARA;99;1;01/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;50;54
2018;53009940;COL PRESBITERIANO MACKENZIE - BRASILIA;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;62;58;342
2018;53009967;C OLIMPICO DE ENSINO;99;1;29/01/2018;10/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;25;25;47
2018;53013174;C SOCIAL JOAO PAULO II;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53012917;ESC DE EDUC INF KENNEDY;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53009517;CRIARTE CE;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53037006;COL DIVINO CORACAO DE JESUS;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;7;7;12
2018;53038002;CEM DELTA;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;6;34
2018;53040007;ESC SANTO AGOSTINHO;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;3;7
2018;53040015;CED DA CRIANCA;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;45
2018;53044002;COL IPEMAX;99;1;29/01/2018;18/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;35;79
2018;53045009;CEP SENAC - JESSE FREIRE;99;1;05/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;23;23;55
2018;53046005;COL MC - MAGIA DE CRIANCA;99;1;29/01/2018;12/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;13;10;17
2018;53047001;CEI AGUAS CLARAS;3;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;9;9;56
2018;53047010;EC 16 DE PLANALTINA;6;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;2;94
2018;53047028;EC 01 DO ARAPOANGA;6;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;15;67
2018;53048008;CED 01 DA ESTRUTURAL;9;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;120
2018;53050002;CEI 310 DO RECANTO DAS EMAS;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;9;9;46
2018;53051009;CEM JULIA KUBITSCHEK;7;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;15;99
2018;53052005;C DE EDUC INTEGRADA PILARES;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;8
2018;53017218;THE BRITISH SCHOOL OF BRASILIA;99;1;07/08/2017;29/06/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;10;40
2018;53017234;CEP ARTICULADO DO GUARA - PROF TERESA ONDINA MALTESE;9;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;10;10;43
2018;53017250;ESC PEQUENO GENIO;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;4;7
2018;53017269;COL METROPOLITANA;99;1;31/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;28;15;24
2018;53017277;CEI 04 DE SAO SEBASTIAO;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;10;8;36
2018;53017285;ESC PEQUENOS GENIAIS;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;9
2018;53017293;UNICO EDUCACIONAL TAGUATINGA;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;11;8;48
2018;53017315;CED LOGOS;99;1;30/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;23;21;45
2018;53017323;CEPI PINHEIRINHO ROXO;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;34
2018;53017331;CRESCE - EDUC INF E ENS FUND;99;1;29/01/2018;12/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;12;12;46
2018;53017358;ESC DE EDUC INF PRIMEIROS PASSOS;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;6;6;16
2018;53017366;COL PRIME;99;1;22/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;15;15;28
2018;53017374;COL SABER;99;1;30/01/2018;17/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;5;24
2018;53017390;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC SAMAMBAIA;99;1;05/02/2018;18/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;50;51
2018;53011457;CE CASTELO ENCANTADO;99;1;29/01/2018;10/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;15;10;24
2018;53011465;COL MONTE SIAO;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;7;7;11
2018;53011490;CEF NOSSA SENHORA FATIMA;6;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;14;14;89
2018;53011619;MAT JI CARROSSEL;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53000200;CEE 02 DE BRASILIA;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;37;37;167
2018;53001400;COL SANTA DOROTEIA;99;1;22/01/2018;29/11/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;29;19;106
2018;53001800;EC DO SMU;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;7;7;37
2018;53002300;JI 304 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;5;5;29
